,Action 1,Action 2,Action 3,Action 4,Action 5,Action 6,Action 7,Action 8,Action 9,Action 10,Action to Next Point
3255,1,2,2,2,2,2,3,2,-2,-2,-3
3256,-1,-1,-1,-1,-1,3,3,3,3,-3,-3
3257,3,2,2,-2,-2,-2,1,3,2,1,-3
3258,3,3,-2,-3,-3,-3,2,3,3,3,-3
3259,3,3,3,1,-2,2,3,3,3,-3,-3
3260,0,1,-3,-3,-3,-1,0,1,-2,-2,-3
3261,0,-3,-1,2,3,3,3,-2,-2,-3,-3
3262,1,-3,-3,0,3,3,3,3,-3,-3,-3
3263,2,0,-2,-3,-2,-1,3,3,3,2,-3
3264,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
3265,-3,-3,-3,1,2,0,0,1,2,0,-3
3266,-3,-3,-3,-3,-3,2,-3,-3,-3,-3,-3
3267,2,-2,-3,-2,-2,2,3,2,-2,-3,-3
3268,2,1,-2,0,1,1,1,-2,-2,-1,-3
3269,3,0,-2,-2,-2,1,1,2,1,-3,-3
3270,3,3,-3,-3,-3,-3,-3,0,2,-2,-3
3271,-3,-3,-3,3,3,3,3,-3,-3,-3,-3
3272,3,3,3,3,3,-3,-3,-3,-3,-3,-3
3273,2,3,3,-2,-3,-3,-2,3,3,-1,-3
3274,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
3275,3,3,-2,-2,-3,-2,0,1,-1,-2,-3
3276,2,-2,-3,-2,-2,2,3,2,-2,-3,-3
3277,1,0,0,0,3,3,3,1,-1,-3,-3
3278,1,0,-2,1,3,3,3,2,-3,-3,-3
3279,2,1,-3,-3,-1,2,3,1,-2,-3,-3
3280,3,3,-3,-3,-3,1,2,2,-2,-2,-3
3281,-2,-2,-2,3,3,3,3,-2,-3,-3,-3
3282,1,2,1,0,-2,1,3,3,3,2,-3
3283,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3
3284,2,-2,-3,-2,-2,2,3,2,-2,-3,-3
3285,3,2,-1,-2,-2,-2,3,3,2,0,-3
3286,0,3,3,2,-3,-3,-3,-3,-3,-3,-3
3287,2,2,2,2,0,-1,-1,0,0,0,-3
3288,0,1,-3,-3,-3,-1,0,1,-2,-2,-3
3289,3,3,3,3,-1,-3,-2,-2,-2,-2,-3
3290,-3,-3,-3,3,3,3,3,-3,-3,-3,-3
3291,1,-2,-1,-2,2,3,3,3,0,-3,-3
3292,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
3293,3,2,1,1,1,-1,3,2,-2,-2,-3
3294,1,0,-1,-2,-2,2,2,2,1,-3,-3
3295,3,3,3,-3,-3,-3,-3,-3,-3,-1,-3
3296,-1,3,2,2,2,1,3,2,2,1,-3
3297,1,0,-1,-2,-2,2,2,2,1,-3,-3
3298,1,-2,-3,-2,1,3,3,-2,-3,-3,-3
3299,2,-2,-3,-2,-2,2,3,2,-2,-3,-3
3300,2,-2,-3,-2,-2,2,3,2,-2,-3,-3
3301,1,1,-2,-2,-2,1,1,0,-1,0,-3
3302,2,1,-3,-3,-2,3,3,3,3,-2,-3
3303,3,2,-2,0,2,3,3,-2,-3,-3,-3
3304,2,1,-2,-3,0,2,3,3,3,2,-3
3305,3,3,1,-2,2,3,3,3,-3,-3,-3
3306,3,3,-3,-3,-3,1,2,2,-2,-2,-3
3307,-1,-1,-1,3,3,3,3,-3,-3,-3,-3
3308,3,2,2,-1,0,1,2,2,2,0,-3
3309,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
3310,2,1,1,1,-1,3,2,-2,-2,-3,-3
3311,2,2,2,-2,-2,0,1,3,2,1,-3
3312,-3,-3,-3,-2,0,2,2,-1,-3,-3,-3
3313,3,2,2,-2,-3,-2,0,2,3,1,-3
3314,3,3,1,-1,-3,-3,-3,1,1,0,-3
3315,3,2,2,-1,0,1,2,2,2,0,-3
3316,1,1,0,0,-1,1,2,3,2,2,-3
3317,1,2,2,2,2,2,3,2,-2,-2,-3
3318,3,3,3,3,3,-3,-3,-3,-3,-3,-3
3319,2,2,0,-2,-2,-2,-1,0,-2,0,-3
3320,2,0,1,-3,-3,-3,0,0,-2,-1,-3
3321,2,0,1,-3,-3,-3,0,0,-2,-1,-3
3322,1,1,0,0,-1,1,2,3,2,2,-3
3323,-3,-3,-3,3,3,3,3,-3,-3,-3,-3
3324,3,3,-2,-2,-2,-2,-1,-2,-2,-3,-3
3325,2,1,0,-1,-2,-2,-1,-1,-1,-2,-3
3326,2,0,0,-2,-2,-2,-2,0,0,-2,-3
3327,2,0,1,1,2,2,3,2,1,-3,-3
3328,-2,-2,-2,3,3,3,3,2,-3,-3,-3
3329,2,1,-2,-3,0,2,3,3,3,2,-3
3330,2,1,-1,-2,3,3,3,-2,-2,-3,-3
3331,3,3,-2,-3,-3,-3,-3,2,0,1,-3
3332,-2,-3,-3,1,-2,-2,-2,-3,-2,-3,-3
3333,1,0,-1,-2,-2,2,2,2,1,-3,-3
3334,-2,-3,-3,-3,-3,2,0,1,-3,-3,-3
3335,1,3,3,3,3,2,1,2,-3,-3,-3
3336,3,3,2,-3,-3,0,-1,-3,-3,-1,-3
3337,-3,-1,-3,-3,-3,-1,2,1,-2,-1,-3
3338,3,2,2,-2,-2,-2,1,3,2,1,-3
3339,3,2,0,-2,-1,0,2,2,2,-3,-3
3340,3,2,2,-3,-3,1,2,3,3,-2,-3
3341,2,-2,-3,-3,-2,2,3,3,3,-3,-3
3342,2,0,1,-3,-3,-3,0,0,-2,-1,-3
3343,3,2,-2,-3,-3,1,2,2,1,-2,-3
3344,3,2,2,-2,-3,-2,0,2,3,1,-3
3345,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-3
3346,3,2,0,-2,-1,0,2,2,2,-3,-3
3347,3,3,2,1,2,-3,-3,-3,-3,-3,-3
3348,3,2,-2,-2,-3,-3,2,2,1,-3,-3
3349,2,2,2,-1,-2,-2,-2,2,3,1,-3
3350,1,-2,-2,2,3,3,3,3,2,-3,-3
3351,-1,-1,-1,3,3,3,3,-3,-3,-3,-3
3352,2,1,1,1,-1,3,2,-2,-2,-3,-3
3353,2,-2,-2,-2,3,3,3,3,2,-3,-3
3354,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-3
3355,-3,-1,2,3,2,2,-1,-3,-3,-3,-3
3356,1,1,0,2,3,3,3,3,3,-1,-3
3357,-3,-3,-3,-3,3,3,3,3,-3,-3,-3
3358,0,-3,-3,0,2,3,3,3,-3,-3,-3
3359,0,3,1,0,-1,0,2,2,-2,-2,-3
3360,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
3361,0,-2,-2,-2,1,1,2,1,-3,-3,-3
3362,1,1,0,2,3,3,3,3,3,-1,-3
3363,2,1,-2,-1,-1,2,3,3,1,-2,-3
3364,2,2,2,2,0,-1,2,3,3,3,-3
3365,3,-3,-3,-3,-3,-3,0,2,-2,-3,-3
3366,2,-2,-3,-3,-2,2,3,3,3,-3,-3
3367,-3,3,3,3,-3,-3,-3,-3,-3,-3,-3
3368,3,3,-2,-3,-3,-3,2,2,-1,-2,-3
3369,1,-3,-3,-2,2,3,2,2,0,-3,-3
3370,0,-3,-3,-3,-3,-2,0,2,2,-1,-3
3371,2,1,-2,-3,0,2,3,3,3,2,-3
3372,1,-3,-3,0,3,3,3,3,-3,-3,-3
3373,1,1,0,2,3,3,3,3,3,-1,-3
3374,-1,3,2,-2,-2,-3,-3,2,2,1,-3
3375,1,2,-3,-3,-3,-3,-3,-3,-3,2,-3
3376,0,3,3,2,-3,-3,-3,-3,-3,-3,-3
3377,-3,-3,0,3,3,2,-3,-3,-3,-3,-3
3378,1,2,-3,-3,-3,-3,-3,-3,-3,2,-3
3379,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
3380,3,3,2,-3,-1,2,3,2,2,-1,-3
3381,2,2,2,2,0,-1,2,3,3,3,-3
3382,1,-2,-2,2,3,3,3,3,2,-3,-3
3383,3,2,0,-2,-1,0,2,2,2,-3,-3
3384,3,3,2,-3,-1,2,3,2,2,-1,-3
3385,0,1,-3,-3,-3,-1,0,1,-2,-2,-3
3386,3,3,3,2,-3,-3,2,2,0,-2,-3
3387,3,3,3,-1,-3,-2,-2,-2,-2,-3,-3
3388,1,2,2,2,2,2,3,2,-2,-2,-3
3389,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
3390,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
3391,3,3,3,-3,-3,-3,-3,-3,-3,-1,-3
3392,2,-2,-2,-2,0,0,3,1,-1,-1,-3
3393,3,3,2,0,-2,-1,0,2,2,2,-3
3394,-3,-3,-3,-3,0,3,3,2,-3,-3,-3
3395,2,1,-1,-2,-1,-1,2,2,1,0,-3
3396,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
3397,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
3398,2,2,1,-2,-2,-2,2,2,0,1,-3
3399,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
3400,2,-2,-2,-2,1,3,2,1,-3,-3,-3
3401,3,3,3,3,-1,-3,-2,-2,-2,-2,-3
3402,2,-2,-2,-2,3,3,3,3,-2,-3,-3
3403,1,0,-2,-2,-2,2,2,2,0,-2,-3
3404,0,0,-3,-2,-1,1,3,2,-2,-2,-3
3405,3,2,1,-3,-3,-1,2,3,1,-2,-3
3406,-3,-3,-3,-3,0,2,-2,-3,-3,-3,-3
3407,2,2,-2,-2,-2,2,2,2,1,-1,-3
3408,2,-3,-3,-3,-3,-3,-3,-3,2,-3,-3
3409,3,3,3,3,-1,-3,-2,-2,-2,-2,-3
3410,-3,3,3,3,3,-3,-3,-3,-3,-3,-3
3411,0,-2,-3,-2,-2,-2,3,3,3,-2,-3
3412,3,3,3,-2,-3,-3,-2,0,1,-2,-3
3413,1,2,1,0,-2,1,3,3,3,2,-3
3414,3,-2,-3,-2,-1,3,3,2,1,-3,-3
3415,-3,-3,-3,-3,-3,0,2,-2,-3,-3,-3
3416,3,3,-1,-3,-3,0,2,2,-2,-3,-3
3417,3,2,-2,-2,-3,-3,2,2,1,-3,-3
3418,3,3,3,-3,-3,-3,-3,-3,-3,-3,-3
3419,3,2,-3,-1,2,3,2,2,-1,-3,-3
3420,0,-3,-1,2,3,3,3,-2,-2,-3,-3
3421,0,2,-2,-3,-3,-2,2,3,3,3,-3
3422,-3,-3,-3,3,3,3,3,-3,-3,-3,-3
3423,-1,3,2,2,2,1,3,2,2,1,-3
3424,2,-2,-2,-2,-1,0,3,2,1,-1,-3
3425,1,0,0,-1,1,2,3,2,2,-3,-3
3426,-1,3,2,-2,-2,-3,-3,2,2,1,-3
3427,0,3,1,0,-1,0,2,2,-2,-2,-3
3428,-1,-2,-1,-2,-3,-2,3,3,3,-3,-3
3429,3,3,-1,-3,-3,0,2,2,-2,-3,-3
3430,-2,-3,-3,1,-2,-2,-2,-3,-2,-3,-3
3431,-3,2,-1,3,3,3,3,3,-3,-3,-3
3432,2,-2,-3,-3,-2,2,3,3,3,-3,-3
3433,3,3,3,3,3,-3,-3,-3,-3,-3,-3
3434,-3,-3,-3,-3,-3,-3,-3,2,-1,-3,-3
3435,3,2,-1,-2,-2,-2,3,3,2,0,-3
3436,-3,-3,-3,2,3,-3,-2,2,3,3,-3
3437,3,1,-2,-3,-2,1,3,3,-2,-3,-3
3438,1,1,0,0,-1,1,2,3,2,2,-3
3439,3,3,-3,-3,-3,0,2,1,-2,-2,-3
3440,3,2,1,-3,-3,-1,2,3,1,-2,-3
3441,3,3,3,-1,-3,-2,-2,-2,-2,-3,-3
3442,2,1,-3,-3,-2,3,3,3,3,-2,-3
3443,-1,-1,-1,-2,0,2,1,1,-2,-2,-3
3444,-3,-3,-3,-2,0,2,2,-1,-3,-3,-3
3445,3,3,-2,-3,-3,-2,0,1,-2,-3,-3
3446,-1,-1,-1,-1,-1,3,3,3,3,-3,-3
3447,2,0,0,-2,-2,-2,-2,0,0,-2,-3
3448,2,2,-1,-1,-1,2,2,2,1,-1,-3
3449,2,-1,-1,-1,-1,-1,3,3,3,3,-3
3450,-2,-2,-2,3,3,3,3,2,-3,-3,-3
3451,2,3,-3,-2,2,3,3,-3,-3,-3,-3
3452,2,2,1,-2,-2,1,2,2,1,-2,-3
3453,2,0,-2,-2,-2,-1,2,1,-2,-2,-3
3454,2,2,-2,-2,-2,3,3,3,3,-2,-3
3455,0,-3,-3,0,2,3,3,3,-3,-3,-3
3456,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
3457,3,3,3,-2,-3,-3,-2,0,1,-2,-3
3458,-3,-1,2,3,2,2,-1,-3,-3,-3,-3
3459,-3,-3,-3,-3,-3,-3,-3,2,-1,-3,-3
3460,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
3461,2,0,-2,-2,-2,-2,2,1,-2,0,-3
3462,3,2,2,0,-3,-3,-2,0,2,-2,-3
3463,2,-1,-2,-3,-2,0,2,1,-2,0,-3
3464,2,-2,-2,-2,-1,0,3,2,1,-1,-3
3465,2,-3,-1,2,3,2,2,-1,-3,-3,-3
3466,3,1,-1,-3,-3,-3,1,1,0,-3,-3
3467,3,3,-3,-3,-3,1,2,2,-2,-2,-3
3468,3,2,2,-3,-3,-3,-3,-2,0,1,-3
3469,3,3,-2,-3,-2,-1,3,3,2,1,-3
3470,3,3,3,-3,-3,-3,-3,3,1,-2,-3
3471,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3
3472,1,0,0,-1,1,2,3,2,2,-3,-3
3473,3,3,2,-3,-3,-3,-1,-2,-3,0,-3
3474,-3,-3,2,-1,3,3,3,3,3,-3,-3
3475,-3,-3,-3,-3,-3,0,2,-2,-3,-3,-3
3476,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
3477,2,2,2,2,0,-1,2,3,3,3,-3
3478,2,-2,-2,-2,0,2,3,2,2,-2,-3
3479,1,-1,-1,-1,1,2,2,2,2,-1,-3
3480,2,-1,-2,-1,-1,3,2,2,-2,-2,-3
3481,2,0,1,1,2,2,3,2,1,-3,-3
3482,2,2,0,-3,-3,2,2,2,-1,-2,-3
3483,1,0,-1,-1,1,2,3,-1,-2,-2,-2
3484,-2,-2,-1,2,2,2,1,-2,-3,-2,-2
3485,2,3,-1,-1,-1,-2,0,2,1,1,-2
3486,1,-2,-3,-2,-2,-1,-1,-1,1,-3,-2
3487,-1,-3,-2,-2,-1,0,1,-1,-2,-2,-2
3488,-3,-3,-3,-3,-3,-2,-2,-3,-3,1,-2
3489,-1,-1,-1,2,2,2,1,-1,-3,-2,-2
3490,2,2,2,-2,-2,0,1,2,2,-2,-2
3491,0,-2,-2,-1,1,2,2,0,-2,-3,-2
3492,2,2,0,-2,-2,0,1,2,2,-1,-2
3493,-2,-1,1,2,2,2,1,0,-3,-2,-1
3494,0,2,2,2,-2,-2,-1,1,1,1,-1
3495,-2,0,0,2,1,0,-1,-2,-2,-1,-1
3496,1,2,0,-2,-1,1,2,2,2,-1,-1
3497,2,-2,-2,-2,-1,1,2,-1,-2,-1,-1
3498,-1,-1,-2,-1,1,2,1,1,0,-2,-1
3499,1,-2,-2,-1,1,1,1,0,-2,-2,-1
3500,-2,-3,-1,-2,2,0,1,-1,-1,-2,-1
3501,0,-3,-2,-1,2,2,1,0,-2,-2,-1
3502,2,2,2,0,0,-3,-1,0,2,1,-1
3503,1,2,2,1,1,0,1,2,1,0,-1
3504,-2,-2,-2,1,2,3,3,-2,0,0,-1
3505,-3,-3,-3,-1,0,1,-2,-2,-3,-2,-1
3506,1,2,2,-1,-1,-1,2,2,2,1,-1
3507,-1,-3,-3,-3,-3,-2,1,-1,-1,-2,-1
3508,2,1,1,0,-1,1,2,3,-1,-1,-1
3509,3,-3,-3,-3,1,2,2,-2,-2,-3,-1
3510,0,-2,-2,-1,1,2,1,-1,-2,-2,-1
3511,-1,-1,-2,-1,-1,2,2,0,-1,-2,-1
3512,1,-2,-2,-1,1,1,2,0,-1,-1,-1
3513,-1,-1,2,3,3,1,-2,-3,-2,-2,-1
3514,0,-2,-2,-1,-1,-1,-1,2,2,1,-1
3515,-2,2,0,0,-1,-1,-1,0,0,0,-1
3516,-3,-3,-3,0,2,1,-2,-2,-3,-2,-1
3517,0,3,3,2,2,2,-1,-2,-1,-2,-1
3518,2,2,1,1,0,1,2,1,0,-1,-1
3519,2,2,3,2,2,-1,-2,0,1,1,-1
3520,1,-2,-2,-1,1,1,1,0,-2,-2,-1
3521,-1,-2,-2,-1,0,2,2,-1,-1,-1,-1
3522,2,2,0,-2,-3,-3,-3,2,1,1,-1
3523,0,0,0,0,-1,-1,2,2,2,1,-1
3524,-1,2,2,2,2,-1,-2,1,2,3,-1
3525,-3,-1,0,3,3,2,2,2,-1,-2,-1
3526,1,1,0,-3,-3,-2,0,2,2,0,-1
3527,1,1,1,0,0,2,2,2,2,3,-1
3528,2,1,1,-2,-2,-1,1,1,2,0,-1
3529,-1,3,3,3,2,-2,-3,1,1,-1,-1
3530,2,1,-1,-2,-1,1,2,2,-1,-1,-1
3531,-2,-2,-1,1,2,2,-2,0,-3,0,-1
3532,0,0,2,2,2,2,3,-1,2,-1,-1
3533,2,2,2,2,0,-2,-2,2,-1,3,-1
3534,2,-2,-2,-3,-1,-2,2,0,1,-1,-1
3535,2,2,2,3,-1,2,-1,-1,-1,-1,-1
3536,-2,-2,-2,-2,1,2,2,0,-1,-2,-1
3537,2,2,1,-1,-3,-2,1,2,2,0,-1
3538,0,-2,-2,-1,2,2,1,-1,-2,-1,-1
3539,1,1,1,0,-2,-2,-1,1,2,1,-1
3540,-1,1,0,2,1,2,2,1,-2,-2,-1
3541,2,-2,-2,-2,0,2,2,0,-2,-2,-1
3542,1,1,-2,2,-3,-1,-2,1,1,2,-1
3543,2,2,1,-1,-3,-2,-2,-1,0,1,-1
3544,-2,-2,-1,2,2,2,0,-2,-2,-2,-1
3545,0,3,3,2,2,2,-1,-2,-1,-2,-1
3546,-1,-2,-2,-2,-2,-1,1,-1,-1,-2,-1
3547,-1,0,1,2,2,2,2,1,-1,-2,-1
3548,2,2,0,-1,-1,0,0,0,-3,-2,-1
3549,-1,-2,-2,-2,0,2,2,1,-2,-2,-1
3550,2,2,1,-2,-1,1,2,2,-1,-1,-1
3551,2,0,-2,-2,1,0,3,2,-1,-1,-1
3552,1,-2,-2,-2,1,2,2,1,-2,-2,-1
3553,2,2,2,1,1,1,0,-2,-2,-1,-1
3554,2,2,-2,-3,-2,-1,0,2,1,1,-1
3555,-1,2,2,2,2,-1,-2,1,2,3,-1
3556,-1,-2,1,-1,3,2,2,-2,-2,-2,-1
3557,-2,-1,-2,-1,-3,-1,1,0,3,2,-1
3558,0,-2,-1,-1,1,2,1,1,-2,-2,-1
3559,-1,1,2,0,-1,-2,-1,1,1,0,-1
3560,2,2,-2,-2,-2,-2,1,2,2,0,-1
3561,2,2,-2,-2,-3,-1,-2,2,0,1,-1
3562,-1,2,2,2,0,-1,-2,0,2,3,-1
3563,1,2,2,0,-2,-2,1,2,2,1,-1
3564,-1,2,2,1,-2,-2,-2,-1,1,2,-1
3565,-1,-2,-2,-2,-2,0,1,0,-2,-2,-1
3566,2,2,-2,-2,-2,-1,1,2,-1,-2,-1
3567,-2,-3,0,-2,0,1,1,1,-1,-2,-1
3568,-1,0,-3,-1,0,2,2,2,0,-2,-1
3569,0,0,0,-1,-1,-1,2,2,2,2,-1
3570,1,0,-1,-2,-1,1,2,2,1,-1,-1
3571,1,2,0,-2,-1,1,2,2,2,-1,-1
3572,2,2,2,-2,-1,0,1,2,2,-1,-1
3573,-1,-2,-1,1,1,1,-1,-1,-2,-1,-1
3574,2,3,1,-2,-2,-1,2,3,2,1,-1
3575,0,-1,-2,0,1,2,1,-1,-2,-2,-1
3576,2,3,3,2,-3,-1,2,3,2,2,-1
3577,0,-1,-2,-1,0,1,1,1,-1,-1,-1
3578,1,1,2,-1,-1,-2,-1,0,2,1,-1
3579,2,2,2,3,-1,2,-1,-1,-1,-1,-1
3580,1,-2,-2,-2,2,1,1,-2,-2,-2,-1
3581,1,-2,-3,-3,1,-1,2,2,1,0,-1
3582,2,2,0,-2,-2,1,2,2,2,0,-1
3583,2,0,-2,-2,0,1,3,2,2,-2,-1
3584,0,-1,-2,-1,0,1,1,1,-1,-1,-1
3585,-1,2,2,2,-2,-1,0,1,2,2,-1
3586,2,0,-1,-2,0,2,3,-1,2,-1,-1
3587,1,2,-1,-2,-2,0,2,2,1,-1,-1
3588,-2,0,0,2,1,0,-1,-2,-2,-1,-1
3589,2,2,0,-2,-3,1,2,3,3,-2,-1
3590,0,-1,-3,-2,0,2,2,-1,-2,-2,-1
3591,0,2,2,2,-2,-2,-1,1,1,1,-1
3592,0,-2,-2,-1,2,2,1,-1,-2,-1,-1
3593,-2,-2,-1,0,2,3,1,1,-2,-3,-1
3594,2,2,0,-1,-1,0,0,0,-3,-2,-1
3595,-1,-1,-2,-2,-2,-1,0,1,2,1,-1
3596,0,-2,-2,-2,-2,1,1,2,-1,-1,-1
3597,1,-2,-3,-2,-2,2,3,-1,-2,-2,-1
3598,2,2,2,2,1,-2,-1,1,2,2,-1
3599,2,2,3,2,1,-3,-3,-3,1,0,-1
3600,-1,-1,-1,1,2,3,3,-1,0,-1,-1
3601,-1,1,1,1,-2,-2,0,2,2,2,-1
3602,2,2,1,-1,-3,-2,1,2,2,0,-1
3603,-2,-2,0,0,2,1,0,-1,-2,-2,-1
3604,2,0,1,1,1,1,1,-2,2,-3,-1
3605,1,2,2,0,-2,-2,1,2,2,1,-1
3606,1,-2,-2,-2,1,1,0,-1,0,-3,-1
3607,3,-1,-2,-2,-2,-2,-1,-2,0,-2,-1
3608,-1,-1,-1,1,2,3,3,-1,0,-1,-1
3609,-1,-3,-3,-2,-1,1,1,-1,-2,-2,-1
3610,-3,-3,-3,-3,-3,2,-1,-3,-3,-3,-1
3611,1,-2,-2,-2,1,1,0,-1,0,-3,-1
3612,2,2,-1,-3,-3,-3,-3,-2,1,-1,-1
3613,0,1,1,1,-1,-1,-1,0,1,2,-1
3614,-2,-2,-2,-2,0,1,2,1,-2,-1,-1
3615,3,-2,-2,-3,-3,1,-2,0,-3,1,-1
3616,-2,-3,-3,-2,2,2,2,1,-2,-2,-1
3617,3,3,3,3,-2,-3,-3,2,2,2,-1
3618,2,-3,-3,-3,-2,-2,-1,0,-2,-1,-1
3619,2,3,1,-2,-2,-1,2,3,2,1,-1
3620,1,0,3,2,-1,-1,-1,2,2,2,-1
3621,2,2,2,0,0,-3,-1,0,2,1,-1
3622,-3,-3,-1,-2,0,2,2,2,2,0,-1
3623,-2,-1,0,-1,-2,-3,-2,-2,2,0,-1
3624,2,2,0,-2,-2,1,2,2,2,0,-1
3625,2,-1,-2,-3,-2,-1,2,2,1,-2,-1
3626,2,1,-1,-2,-2,-1,2,2,2,1,-1
3627,0,-2,-2,-2,0,2,2,2,-2,-2,-1
3628,0,2,2,1,-2,-2,-1,1,2,0,-1
3629,3,2,2,2,1,1,1,-2,-2,-2,-1
3630,0,3,3,2,2,2,-1,-2,-1,-2,-1
3631,2,2,3,2,2,-1,-2,0,1,1,-1
3632,-2,-2,-2,-2,-1,1,2,0,-1,-2,-1
3633,2,0,-2,-2,-2,-1,0,-2,0,-3,-1
3634,0,-1,-3,-2,0,2,2,-1,-2,-2,-1
3635,-3,-3,-1,2,2,1,-2,-3,-2,-2,-1
3636,3,-1,1,0,0,0,1,0,-1,-1,-1
3637,2,1,0,-1,-2,-2,-1,2,2,1,-1
3638,2,1,0,-2,-1,-1,1,1,1,1,-1
3639,-3,-3,-3,-3,-3,2,-1,-3,-3,-3,-1
3640,-2,-2,-2,1,2,2,0,-1,-2,-1,-1
3641,2,-2,-2,-3,-1,-2,2,0,1,-1,-1
3642,-1,3,3,3,2,-2,-3,-3,-3,-1,-1
3643,-2,-2,-2,-2,1,2,2,2,-1,-1,-1
3644,-3,-1,-1,2,2,-1,-2,-2,-2,-2,-1
3645,-2,0,2,3,3,3,3,-1,-1,-2,-1
3646,1,0,3,2,-1,-1,-1,2,2,2,-1
3647,-2,0,1,-2,-1,-3,-1,-1,2,2,-1
3648,1,2,-2,-2,-2,-1,0,3,2,1,-1
3649,1,-2,-2,-2,-2,1,2,2,2,-1,-1
3650,0,-2,-2,-2,-2,1,0,3,1,0,-1
3651,-1,-2,-3,-2,0,2,1,-2,0,-3,-1
3652,1,-2,-2,-2,2,1,1,-2,-2,-2,-1
3653,-2,-2,-2,-2,-1,1,2,0,-1,-2,-1
3654,1,0,-2,-2,-2,-2,1,2,2,0,-1
3655,2,2,1,-2,-1,1,2,2,-1,-1,-1
3656,2,1,1,-2,-2,-1,1,1,2,0,-1
3657,1,1,-1,-1,-2,-1,-1,2,1,1,-1
3658,2,2,2,1,1,1,0,-2,-2,-1,-1
3659,0,-1,-3,-2,2,2,3,1,-2,-2,-1
3660,2,2,-1,-2,-2,-2,-1,1,1,2,-1
3661,1,2,2,0,-2,-2,1,2,2,1,-1
3662,3,-2,-3,-3,-3,-3,2,2,2,1,-1
3663,2,0,1,1,1,1,1,-2,2,-3,-1
3664,3,1,0,-2,-2,0,1,2,0,-1,-1
3665,1,-1,-2,-2,-1,0,2,2,1,-2,-1
3666,1,2,1,-2,-2,-2,-2,1,2,0,-1
3667,0,-2,-2,-2,-2,1,0,3,1,0,-1
3668,2,2,2,2,0,-2,-2,2,-1,3,-1
3669,2,2,1,-1,-2,-2,-2,-1,1,1,-1
3670,2,2,-2,-1,0,1,2,2,-1,-1,-1
3671,-1,-1,-1,2,2,2,-1,-2,-2,-2,-1
3672,3,2,1,-3,-3,-3,1,2,2,1,-1
3673,-1,-3,-3,-2,-1,1,1,-1,-2,-2,-1
3674,2,-2,-3,-2,-1,0,2,1,1,-1,-1
3675,2,-1,-2,-2,-2,3,3,2,0,-3,-1
3676,0,-1,-3,-2,2,2,3,1,-2,-2,-1
3677,-2,3,2,2,-2,-2,-2,2,3,2,-1
3678,1,1,-2,-2,-2,-2,1,2,2,2,-1
3679,-1,3,2,2,-2,-2,-2,-1,1,2,-1
3680,-1,-1,2,2,2,1,-1,-3,-2,-2,-1
3681,1,2,1,-2,-1,-1,2,2,2,0,-1
3682,2,1,1,0,-1,1,2,3,-1,-1,-1
3683,1,0,-1,-2,-2,1,2,3,2,3,-1
3684,-2,2,2,1,-2,-3,-2,-2,2,3,-1
3685,0,1,0,-1,-2,-1,0,1,1,1,-1
3686,1,1,-2,-2,-2,-2,1,2,2,0,-1
3687,-2,0,0,2,1,0,-1,-2,-2,-1,-1
3688,-1,-3,-2,-2,2,2,2,0,0,-3,-1
3689,-1,2,2,2,0,-1,-2,0,2,3,-1
3690,0,2,2,1,-2,-2,-1,1,2,0,-1
3691,1,-2,-2,-3,-2,-1,1,1,2,-1,-1
3692,0,-2,-2,-1,-1,-1,-1,2,2,1,-1
3693,3,2,2,0,-3,-2,-1,2,1,1,-1
3694,-3,-1,0,3,3,2,2,2,-1,-2,-1
3695,3,2,1,-1,-3,-2,-2,3,3,2,-1
3696,2,2,2,2,-2,-2,-2,-1,0,1,-1
3697,2,-1,-2,-3,0,-2,0,1,1,1,-1
3698,0,3,3,2,2,2,-1,-2,-1,-2,-1
3699,1,1,1,0,0,2,2,2,2,3,-1
3700,-2,0,1,-2,-1,-3,-1,-1,2,2,-1
3701,-1,-2,-2,-2,-2,0,1,0,-2,-2,-1
3702,1,2,2,-1,-1,-1,2,2,2,1,-1
3703,-2,-2,-2,-1,1,1,2,-1,-2,1,-1
3704,-1,0,2,1,1,-1,-1,0,2,2,-1
3705,-2,-2,-2,1,2,2,0,-1,-2,-1,-1
3706,0,1,2,1,1,0,-1,1,2,3,-1
3707,-1,1,0,-2,-2,-2,-2,1,1,2,-1
