# Weather station Glasgow (AWS), UK, WMO_ID=3134,selection from 28.02.2020 till 11.11.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3134&lang=en
#
"Local time in Glasgow (AWS)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"26.05.2020 01:00";"11.6";"768.2";"773.6";"0.1";"91";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"18.0";"10.2";"";"";"";"";"";"";
"26.05.2020 00:00";"11.8";"768.1";"773.5";"0.3";"88";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"19.0";"9.9";"Trace of precipitation";"6";"";"";"";"";
"25.05.2020 23:00";"11.9";"768.1";"773.5";"";"87";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"22.0";"9.8";"";"";"";"";"";"";
"25.05.2020 22:00";"12.1";"768.1";"773.5";"0.9";"86";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"27.0";"9.8";"";"";"";"";"";"";
"25.05.2020 21:00";"12.3";"767.8";"773.3";"0.6";"85";"Wind blowing from the south-southwest";"3";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"600-1000";"";"";"30.0";"9.8";"";"";"";"";"";"";
"25.05.2020 20:00";"12.5";"767.5";"773.0";"0.2";"83";"Wind blowing from the south";"3";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"1000-1500";"";"";"30.0";"9.6";"";"";"";"";"";"";
"25.05.2020 19:00";"12.8";"767.2";"772.6";"0.2";"79";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"30.0";"9.3";"";"";"";"";"";"";
"25.05.2020 18:00";"13.2";"767.2";"772.6";"0.5";"76";"Wind blowing from the south-west";"6";"";"";"";"Rain (not freezing). ";"";"";"";"18.1";"";"";"1000-1500";"";"";"30.0";"9.0";"Trace of precipitation";"12";"";"";"";"";
"25.05.2020 17:00";"13.8";"767.3";"772.7";"0.3";"72";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"30.0";"8.7";"";"";"";"";"";"";
"25.05.2020 16:00";"15.3";"767.0";"772.4";"-0.2";"62";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"2000-2500";"";"";"55.0";"7.9";"";"";"";"";"";"";
"25.05.2020 15:00";"15.6";"766.7";"772.0";"-0.3";"57";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"2000-2500";"";"";"65.0";"7.1";"";"";"";"";"";"";
"25.05.2020 14:00";"15.8";"767.0";"772.4";"";"66";"Wind blowing from the south-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"9.4";"";"";"";"";"";"";
"25.05.2020 13:00";"16.7";"767.2";"772.6";"-0.5";"67";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"35.0";"10.5";"";"";"";"";"";"";
"25.05.2020 12:00";"17.7";"767.0";"772.3";"-0.8";"61";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"10.0";"No precipitation";"6";"";"";"";"";
"25.05.2020 11:00";"16.5";"767.5";"772.8";"-0.6";"57";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"70.0";"8.0";"";"";"";"";"";"";
"25.05.2020 10:00";"15.5";"767.7";"773.0";"-0.5";"61";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"65.0";"7.9";"";"";"";"";"";"";
"25.05.2020 09:00";"14.5";"767.8";"773.2";"-0.4";"71";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"9.3";"";"";"";"";"";"";
"25.05.2020 08:00";"12.4";"768.1";"773.5";"0.0";"86";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"30.0";"10.1";"";"";"";"";"";"";
"25.05.2020 07:00";"9.4";"768.2";"773.8";"0.2";"100";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"200-300";"";"";"19.0";"9.4";"";"";"";"";"";"";
"25.05.2020 06:00";"6.5";"768.2";"773.8";"0.2";"99";"Wind blowing from the south";"2";"";"";"";"Mist. ";"";"";"4.2";"";"";"";"50-100";"";"";"5.0";"6.4";"No precipitation";"12";"";"";"";"";
"25.05.2020 05:00";"5.5";"768.1";"773.6";"0.0";"99";"Wind blowing from the south";"2";"";"";"";"Fog ";"";"";"";"";"";"";"1000-1500";"";"";"7.0";"5.3";"";"";"";"";"";"";
"25.05.2020 04:00";"4.5";"768.0";"773.5";"-0.1";"97";"Calm, no wind";"0";"";"";"";"Fog or ice fog, has begun or become thicker during the past hour. ";"";"";"";"";"";"";"200-300";"";"";"0.4";"4.1";"";"";"";"";"";"";
"25.05.2020 03:00";"5.5";"768.0";"773.5";"-0.1";"97";"Wind blowing from the south";"1";"";"";"";"Fog ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"2.2";"5.1";"";"";"";"";"";"";
"25.05.2020 02:00";"6.0";"768.1";"773.6";"0.0";"96";"Wind blowing from the south-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"11.0";"5.4";"";"";"";"";"";"";
"25.05.2020 01:00";"7.2";"768.1";"773.6";"0.2";"95";"Wind blowing from the east-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"20.0";"6.4";"";"";"";"";"";"";
"25.05.2020 00:00";"11.8";"768.1";"773.5";"0.5";"88";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"19.0";"9.9";"Trace of precipitation";"6";"";"";"";"";
"24.05.2020 23:00";"8.1";"768.1";"773.6";"0.9";"93";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"7.0";"";"";"";"";"";"";
"24.05.2020 22:00";"8.6";"767.9";"773.4";"0.9";"90";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"30.0";"7.0";"";"";"";"";"";"";
"24.05.2020 21:00";"9.8";"767.6";"773.1";"0.6";"86";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"29.0";"7.6";"";"";"";"";"";"";
"24.05.2020 20:00";"11.6";"767.2";"772.6";"0.6";"80";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"8.2";"";"";"";"";"";"";
"24.05.2020 19:00";"13.1";"767.0";"772.4";"0.4";"76";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"28.0";"8.9";"";"";"";"";"";"";
"24.05.2020 18:00";"13.3";"767.0";"772.4";"0.9";"73";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"15.1";"";"";"600-1000";"";"";"30.0";"8.5";"0.6";"12";"";"";"";"";
"24.05.2020 17:00";"13.1";"766.6";"772.0";"1.0";"78";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"22.0";"9.4";"";"";"";"";"";"";
"24.05.2020 16:00";"13.6";"766.6";"772.0";"1.7";"78";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"21.0";"9.8";"";"";"";"";"";"";
"24.05.2020 15:00";"13.5";"766.1";"771.5";"2.0";"79";"Wind blowing from the west-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"25.0";"9.9";"";"";"";"";"";"";
"24.05.2020 14:00";"13.9";"765.6";"771.0";"2.4";"81";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"35.0";"10.6";"";"";"";"";"";"";
"24.05.2020 13:00";"13.2";"764.9";"770.3";"2.6";"82";"Wind blowing from the west-northwest";"6";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"300-600";"";"";"30.0";"10.2";"";"";"";"";"";"";
"24.05.2020 12:00";"12.2";"764.1";"769.5";"2.6";"91";"Wind blowing from the west";"7";"";"";"";"Drizzle, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"11.0";"10.8";"0.6";"6";"";"";"";"";
"24.05.2020 11:00";"12.3";"763.2";"768.6";"2.5";"95";"Wind blowing from the west";"6";"";"";"";"Drizzle and rain, slight. ";"";"";"";"";"";"";"600-1000";"";"";"5.0";"11.5";"";"";"";"";"";"";
"24.05.2020 10:00";"11.7";"762.3";"767.7";"2.3";"96";"Wind blowing from the west";"6";"";"";"";"Drizzle, not freezing, heavy. ";"";"";"";"";"";"";"300-600";"";"";"2.3";"11.1";"";"";"";"";"";"";
"24.05.2020 09:00";"12.0";"761.5";"766.9";"2.4";"90";"Wind blowing from the west";"6";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"300-600";"";"";"9.0";"10.4";"";"";"";"";"";"";
"24.05.2020 08:00";"11.6";"760.7";"766.1";"2.5";"93";"Wind blowing from the west";"6";"";"";"";"Drizzle, not freezing, heavy. ";"";"";"";"";"";"";"300-600";"";"";"3.1";"10.5";"";"";"";"";"";"";
"24.05.2020 07:00";"11.7";"760.0";"765.4";"2.3";"90";"Wind blowing from the west";"5";"";"";"";"Drizzle, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"11.0";"10.1";"";"";"";"";"";"";
"24.05.2020 06:00";"11.5";"759.1";"764.5";"1.9";"91";"Wind blowing from the west";"4";"";"";"";"Drizzle, not freezing, slight. ";"";"";"9.3";"";"";"";"300-600";"";"";"10.0";"10.1";"1.0";"12";"";"";"";"";
"24.05.2020 05:00";"11.3";"758.2";"763.6";"1.6";"92";"Wind blowing from the west";"5";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"300-600";"";"";"40.0";"10.1";"";"";"";"";"";"";
"24.05.2020 04:00";"10.9";"757.7";"763.1";"1.3";"92";"Wind blowing from the west";"6";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"600-1000";"";"";"10.0";"9.6";"";"";"";"";"";"";
"24.05.2020 03:00";"11.1";"757.2";"762.6";"0.8";"91";"Wind blowing from the west";"6";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"600-1000";"";"";"20.0";"9.6";"";"";"";"";"";"";
"24.05.2020 02:00";"10.9";"756.6";"762.0";"0.3";"91";"Wind blowing from the west";"7";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"600-1000";"";"";"20.0";"9.5";"";"";"";"";"";"";
"24.05.2020 01:00";"10.3";"756.4";"761.8";"0.3";"95";"Wind blowing from the west";"6";"";"";"";"Drizzle, not freezing, slight. ";"";"";"";"";"";"";"200-300";"";"";"5.0";"9.6";"";"";"";"";"";"";
"24.05.2020 00:00";"7.6";"768.1";"773.6";"12.4";"95";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"28.0";"6.8";"No precipitation";"6";"";"";"";"";
"23.05.2020 23:00";"10.1";"756.3";"761.7";"1.4";"85";"Wind blowing from the west";"5";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"600-1000";"";"";"4.2";"7.7";"";"";"";"";"";"";
"23.05.2020 22:00";"9.7";"756.1";"761.5";"2.0";"83";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"18.0";"7.0";"";"";"";"";"";"";
"23.05.2020 21:00";"9.8";"755.7";"761.1";"2.3";"85";"Wind blowing from the west";"7";"";"";"";"Precipitation ";"";"";"";"";"";"";"600-1000";"";"";"17.0";"7.4";"";"";"";"";"";"";
"23.05.2020 20:00";"9.4";"754.9";"760.3";"2.0";"90";"Wind blowing from the west";"9";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"600-1000";"";"";"3.0";"7.8";"";"";"";"";"";"";
"23.05.2020 19:00";"10.0";"754.1";"759.5";"1.9";"85";"Wind blowing from the west";"10";"";"";"";"Precipitation ";"";"";"";"";"";"";"600-1000";"";"";"14.0";"7.6";"";"";"";"";"";"";
"23.05.2020 18:00";"9.8";"753.4";"758.8";"1.9";"90";"Wind blowing from the west";"10";"";"";"";"Drizzle, not freezing, moderate. ";"";"";"";"10.8";"";"";"600-1000";"";"";"9.0";"8.2";"11.0";"12";"";"";"";"";
"23.05.2020 17:00";"9.8";"752.9";"758.2";"2.2";"93";"Wind blowing from the west";"10";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"7.0";"8.7";"";"";"";"";"";"";
"23.05.2020 16:00";"10.0";"752.2";"757.5";"2.4";"95";"Wind blowing from the west";"10";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"12.0";"9.2";"";"";"";"";"";"";
"23.05.2020 15:00";"10.1";"751.5";"756.9";"2.5";"94";"Wind blowing from the west";"9";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"300-600";"";"";"3.4";"9.1";"";"";"";"";"";"";
"23.05.2020 14:00";"10.4";"750.7";"756.1";"2.4";"93";"Wind blowing from the west";"10";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"300-600";"";"";"19.0";"9.3";"";"";"";"";"";"";
"23.05.2020 13:00";"10.2";"749.8";"755.2";"1.9";"94";"Wind blowing from the west";"9";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"6.0";"9.3";"";"";"";"";"";"";
"23.05.2020 12:00";"9.9";"749.0";"754.3";"1.6";"94";"Wind blowing from the west";"9";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"8.0";"8.9";"6.0";"6";"";"";"";"";
"23.05.2020 11:00";"9.5";"748.3";"753.7";"1.5";"92";"Wind blowing from the west-southwest";"9";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"5.0";"8.3";"";"";"";"";"";"";
"23.05.2020 10:00";"9.5";"747.9";"753.2";"1.7";"89";"Wind blowing from the west-southwest";"9";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"3.4";"7.7";"";"";"";"";"";"";
"23.05.2020 09:00";"9.4";"747.4";"752.8";"1.5";"87";"Wind blowing from the west-southwest";"9";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"22.0";"7.4";"";"";"";"";"";"";
"23.05.2020 08:00";"8.5";"746.8";"752.2";"0.9";"94";"Wind blowing from the west-southwest";"7";"";"";"";"Drizzle, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"24.0";"7.6";"";"";"";"";"";"";
"23.05.2020 07:00";"8.0";"746.2";"751.5";"0.0";"93";"Wind blowing from the west-southwest";"9";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"600-1000";"";"";"4.3";"6.9";"";"";"";"";"";"";
"23.05.2020 06:00";"8.1";"745.9";"751.3";"-0.6";"93";"Wind blowing from the south-west";"8";"";"";"";"Rain, not freezing, slight. ";"";"";"7.7";"";"";"";"600-1000";"";"";"9.0";"7.0";"7.0";"12";"";"";"";"";
"23.05.2020 05:00";"8.0";"745.9";"751.3";"-0.7";"92";"Wind blowing from the south-west";"8";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"600-1000";"";"";"4.2";"6.8";"";"";"";"";"";"";
"23.05.2020 04:00";"8.6";"746.2";"751.6";"-0.6";"87";"Wind blowing from the south-west";"8";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"600-1000";"";"";"15.0";"6.5";"";"";"";"";"";"";
"23.05.2020 03:00";"9.4";"746.5";"751.9";"-0.2";"79";"Wind blowing from the south-west";"8";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"25.0";"5.9";"";"";"";"";"";"";
"23.05.2020 02:00";"9.6";"746.6";"751.9";"-0.4";"81";"Wind blowing from the south-west";"8";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"22.0";"6.4";"";"";"";"";"";"";
"23.05.2020 01:00";"9.4";"746.8";"752.2";"0.0";"85";"Wind blowing from the south-west";"8";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"19.0";"6.9";"";"";"";"";"";"";
"23.05.2020 00:00";"9.9";"756.4";"761.8";"9.7";"96";"Wind blowing from the west";"4";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"200-300";"";"";"11.0";"9.3";"0.8";"6";"";"";"";"";
"22.05.2020 23:00";"9.4";"747.0";"752.3";"1.0";"88";"Wind blowing from the south-west";"5";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"18.0";"7.5";"";"";"";"";"";"";
"22.05.2020 22:00";"10.3";"746.8";"752.1";"1.2";"81";"Wind blowing from the south-west";"6";"";"";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"3.1";"7.1";"";"";"";"";"";"";
"22.05.2020 21:00";"9.5";"746.7";"752.1";"1.4";"89";"Wind blowing from the south-west";"5";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"9.0";"7.7";"";"";"";"";"";"";
"22.05.2020 20:00";"10.7";"746.0";"751.3";"1.2";"79";"Wind blowing from the south-west";"7";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"1500-2000";"";"";"24.0";"7.2";"";"";"";"";"";"";
"22.05.2020 19:00";"11.9";"745.6";"751.0";"1.0";"71";"Wind blowing from the south-southwest";"5";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"2000-2500";"";"";"19.0";"6.7";"";"";"";"";"";"";
"22.05.2020 18:00";"12.4";"745.3";"750.6";"1.2";"68";"Wind blowing from the south-west";"7";"";"";"";"Rain, not freezing, slight. ";"";"";"";"13.2";"";"";"1500-2000";"";"";"21.0";"6.7";"8.0";"12";"";"";"";"";
"22.05.2020 17:00";"11.9";"744.8";"750.1";"0.7";"77";"Wind blowing from the south-southwest";"7";"";"";"";"Drizzle, not freezing, slight. ";"";"";"";"";"";"";"1500-2000";"";"";"15.0";"7.9";"";"";"";"";"";"";
"22.05.2020 16:00";"11.2";"744.6";"749.9";"0.8";"85";"Wind blowing from the south-west";"7";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"10.0";"8.7";"";"";"";"";"";"";
"22.05.2020 15:00";"11.2";"744.1";"749.5";"0.5";"87";"Wind blowing from the south-west";"8";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"12.0";"9.1";"";"";"";"";"";"";
"22.05.2020 14:00";"11.2";"744.1";"749.4";"0.6";"87";"Wind blowing from the south-southwest";"8";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"1000-1500";"";"";"3.4";"9.1";"";"";"";"";"";"";
"22.05.2020 13:00";"11.1";"743.8";"749.0";"0.2";"87";"Wind blowing from the south-southwest";"8";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"600-1000";"";"";"7.0";"9.0";"";"";"";"";"";"";
"22.05.2020 12:00";"11.0";"743.6";"748.9";"0.1";"89";"Wind blowing from the south-southwest";"7";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"1000-1500";"";"";"4.3";"9.2";"5.0";"6";"";"";"";"";
"22.05.2020 11:00";"11.5";"743.5";"748.9";"-0.3";"85";"Wind blowing from the south-southwest";"8";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"5.0";"9.0";"";"";"";"";"";"";
"22.05.2020 10:00";"10.7";"743.6";"748.9";"-0.2";"88";"Wind blowing from the south-southwest";"8";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"600-1000";"";"";"4.9";"8.7";"";"";"";"";"";"";
"22.05.2020 09:00";"11.9";"743.5";"748.8";"-0.3";"74";"Wind blowing from the south-southwest";"9";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"5.0";"7.3";"";"";"";"";"";"";
"22.05.2020 08:00";"12.6";"743.8";"749.1";"0.5";"69";"Wind blowing from the south-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"19.0";"7.0";"";"";"";"";"";"";
"22.05.2020 07:00";"12.4";"743.8";"749.1";"0.1";"83";"Wind blowing from the south-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"23.0";"9.5";"";"";"";"";"";"";
"22.05.2020 06:00";"12.2";"743.8";"749.0";"-1.8";"88";"Wind blowing from the south-west";"8";"";"";"";"Rain (not freezing). ";"";"";"11.0";"";"";"";"300-600";"";"";"26.0";"10.2";"7.0";"12";"";"";"";"";
"22.05.2020 05:00";"12.0";"743.3";"748.6";"-4.7";"94";"Wind blowing from the south";"8";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"7.0";"11.1";"";"";"";"";"";"";
"22.05.2020 04:00";"11.5";"743.7";"748.9";"-5.7";"94";"Wind blowing from the south-east";"7";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"300-600";"";"";"27.0";"10.5";"";"";"";"";"";"";
"22.05.2020 03:00";"11.2";"745.6";"750.9";"-5.3";"91";"Wind blowing from the east-southeast";"8";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"1000-1500";"";"";"5.0";"9.8";"";"";"";"";"";"";
"22.05.2020 02:00";"11.4";"748.0";"753.4";"-4.5";"86";"Wind blowing from the east-southeast";"5";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"1000-1500";"";"";"3.8";"9.2";"";"";"";"";"";"";
"22.05.2020 01:00";"12.8";"749.4";"754.6";"-4.3";"72";"Wind blowing from the east-southeast";"6";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1500-2000";"";"";"71.0";"7.9";"";"";"";"";"";"";
"22.05.2020 00:00";"9.5";"746.7";"752.0";"-8.2";"82";"Wind blowing from the south-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"22.0";"6.5";"3.0";"6";"";"";"";"";
"21.05.2020 23:00";"13.3";"752.5";"757.8";"-2.9";"72";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"8.3";"";"";"";"";"";"";
"21.05.2020 22:00";"13.4";"753.7";"759.1";"-2.3";"71";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"8.1";"";"";"";"";"";"";
"21.05.2020 21:00";"12.8";"754.9";"760.2";"-1.4";"73";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"8.1";"";"";"";"";"";"";
"21.05.2020 20:00";"13.3";"755.4";"760.7";"-2.0";"72";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"8.3";"";"";"";"";"";"";
"21.05.2020 19:00";"14.2";"756.0";"761.3";"-1.6";"68";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"8.4";"";"";"";"";"";"";
"21.05.2020 18:00";"15.3";"756.3";"761.6";"-2.0";"61";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"17.5";"";"";"2500 or more, or no clouds.";"";"";"71.0";"7.8";"0.4";"12";"";"";"";"";
"21.05.2020 17:00";"17.0";"757.4";"762.7";"-1.0";"53";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"71.0";"7.4";"";"";"";"";"";"";
"21.05.2020 16:00";"16.9";"757.6";"762.9";"-1.2";"56";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"71.0";"8.0";"";"";"";"";"";"";
"21.05.2020 15:00";"17.0";"758.3";"763.6";"-0.5";"59";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"71.0";"9.0";"";"";"";"";"";"";
"21.05.2020 14:00";"15.5";"758.4";"763.7";"0.2";"62";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"71.0";"8.2";"";"";"";"";"";"";
"21.05.2020 13:00";"14.9";"758.8";"764.2";"0.5";"69";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"71.0";"9.3";"";"";"";"";"";"";
"21.05.2020 12:00";"13.9";"758.8";"764.1";"0.8";"83";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"65.0";"11.0";"0.4";"6";"";"";"";"";
"21.05.2020 11:00";"12.3";"758.2";"763.5";"0.5";"92";"Wind blowing from the north";"3";"";"";"";"Drizzle, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"24.0";"11.0";"";"";"";"";"";"";
"21.05.2020 10:00";"11.6";"758.3";"763.7";"0.9";"92";"Wind blowing from the south-west";"2";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"300-600";"";"";"20.0";"10.4";"";"";"";"";"";"";
"21.05.2020 09:00";"10.5";"758.0";"763.4";"0.9";"91";"Wind blowing from the west-southwest";"2";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"1500-2000";"";"";"18.0";"9.1";"";"";"";"";"";"";
"21.05.2020 08:00";"9.7";"757.7";"763.1";"0.9";"90";"Wind blowing from the west-northwest";"1";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"23.0";"8.2";"";"";"";"";"";"";
"21.05.2020 07:00";"9.5";"757.4";"762.8";"0.8";"91";"Wind blowing from the west";"1";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"30.0";"8.1";"";"";"";"";"";"";
"21.05.2020 06:00";"7.6";"757.1";"762.6";"0.6";"97";"Wind blowing from the south";"1";"";"";"";" ";"";"";"5.9";"";"";"";"2000-2500";"";"";"14.0";"7.2";"No precipitation";"12";"";"";"";"";
